userID,artistID,tagID,day,month,year,timestamp_ms,timestamp_utc_dt,timestamp_madrid_dt,is_timestamp_anomaly,source_artistID,raw_tag
8,,24,1,11,2006,1162335600000,2006-10-31 23:00:00+00:00,2006-11-01 00:00:00+01:00,False,14103,pop
8,,30,1,11,2006,1162335600000,2006-10-31 23:00:00+00:00,2006-11-01 00:00:00+01:00,False,14103,german
8,,130,1,11,2006,1162335600000,2006-10-31 23:00:00+00:00,2006-11-01 00:00:00+01:00,False,14103,female vocalists
9,,141,1,11,2007,1193871600000,2007-10-31 23:00:00+00:00,2007-11-01 00:00:00+01:00,False,13785,visual kei
12,,81,1,10,2010,1285884000000,2010-09-30 22:00:00+00:00,2010-10-01 00:00:00+02:00,False,15189,indie
12,,73,1,5,2010,1272664800000,2010-04-30 22:00:00+00:00,2010-05-01 00:00:00+02:00,False,17895,rock
12,,79,1,5,2010,1272664800000,2010-04-30 22:00:00+00:00,2010-05-01 00:00:00+02:00,False,17895,alternative
12,,109,1,5,2010,1272664800000,2010-04-30 22:00:00+00:00,2010-05-01 00:00:00+02:00,False,17895,pop rock
14,,88,1,8,2008,1217541600000,2008-07-31 22:00:00+00:00,2008-08-01 00:00:00+02:00,False,10947,psychedelic
14,,245,1,8,2008,1217541600000,2008-07-31 22:00:00+00:00,2008-08-01 00:00:00+02:00,False,10947,garage
14,,247,1,8,2008,1217541600000,2008-07-31 22:00:00+00:00,2008-08-01 00:00:00+02:00,False,10947,60s
14,,250,1,8,2008,1217541600000,2008-07-31 22:00:00+00:00,2008-08-01 00:00:00+02:00,False,10947,60s psychedelic
14,,252,1,8,2008,1217541600000,2008-07-31 22:00:00+00:00,2008-08-01 00:00:00+02:00,False,10947,mod
14,,254,1,8,2008,1217541600000,2008-07-31 22:00:00+00:00,2008-08-01 00:00:00+02:00,False,10947,freakbeat
14,,243,1,6,2008,1212271200000,2008-05-31 22:00:00+00:00,2008-06-01 00:00:00+02:00,False,12912,spanish rock
14,,244,1,6,2008,1212271200000,2008-05-31 22:00:00+00:00,2008-06-01 00:00:00+02:00,False,12912,spanish pop-rock
14,,255,1,6,2008,1212271200000,2008-05-31 22:00:00+00:00,2008-06-01 00:00:00+02:00,False,12912,rock espanol
14,,264,1,6,2008,1212271200000,2008-05-31 22:00:00+00:00,2008-06-01 00:00:00+02:00,False,12912,90s pop espanol
14,,278,1,6,2008,1212271200000,2008-05-31 22:00:00+00:00,2008-06-01 00:00:00+02:00,False,12912,rock urbano
40,,61,1,9,2008,1220220000000,2008-08-31 22:00:00+00:00,2008-09-01 00:00:00+02:00,False,14,industrial
40,,86,1,9,2008,1220220000000,2008-08-31 22:00:00+00:00,2008-09-01 00:00:00+02:00,False,14,ebm
40,,565,1,7,2008,1214863200000,2008-06-30 22:00:00+00:00,2008-07-01 00:00:00+02:00,False,29,dark electro
40,,61,1,7,2008,1214863200000,2008-06-30 22:00:00+00:00,2008-07-01 00:00:00+02:00,False,35,industrial
40,,613,1,7,2008,1214863200000,2008-06-30 22:00:00+00:00,2008-07-01 00:00:00+02:00,False,35,powernoise
